fir_number,date_reported,year,city,state,primary_crime_type,description,ipc_section,location_type,beat_zone,victim_age,victim_gender,arrest_made,case_status,severity,latitude,longitude,law_type,ipc_final,hour,day_of_week,age_group
BAN-2017-3951,2017-07-14 09:24:00,2017,Bangalore,Karnataka,RIOTING,communal riot,IPC 147,school,35,16,male,True,charge sheeted,medium,13.02180517230376,77.45664796044053,IPC,IPC 147,9,Friday,Under 18
FIR/JAI/2021/2230,2021-01-01 00:00:00,2021,Jaipur,Rajasthan,DRUG OFFENSE,possession,NDPS ACT Sec 8,atm,46,6,male,False,closed,low,26.833185997714832,75.7807182300178,NDPS,NDPS 8,0,Friday,Under 18
FIR/CHE/2017/7305,2017-12-09 12:58:00,2017,Chennai,Tamil Nadu,MURDER,premeditated,ipc 302,highway,25,72,female,False,under investigation,high,13.033481894257235,80.3221932854598,IPC,IPC 302,12,Saturday,65+
FIR16542023,2023-01-01 00:00:00,2023,Delhi,Delhi,THEFT,pickpocketing,378,market,21,52,male,True,convicted,low,28.79123096453032,76.9566360250644,IPC,IPC 378,0,Sunday,51-65
fir/mum/2020/8143,2020-12-04 01:52:00,2020,Mumbai,Maharashtra,ASSAULT,simple assault,ipc 351,bank,15,75,unknown,True,charge sheeted,medium,19.06154989549113,72.89324117380825,IPC,IPC 351,1,Friday,65+
SUR-2023-5816,2023-06-27 17:06:00,2023,Surat,Gujarat,ROBBERY,armed robbery,ipc 392,atm,16,57,male,True,charge sheeted,high,21.156789478859107,72.81236601827244,IPC,IPC 392,17,Tuesday,51-65
fir/pat/2023/1203,2023-11-27 00:00:00,2023,Patna,Bihar,DRUG OFFENSE,trafficking,Sec 20 NDPS,office,26,64,male,False,pending trial,low,25.7273821566126,85.13142921799184,NDPS,NDPS 20,0,Monday,51-65
FIR/AHM/2021/5645,2021-09-10 20:47:00,2021,Ahmedabad,Gujarat,DOMESTIC VIOLENCE,physical abuse,DV Act 2005,street,29,37,female,False,charge sheeted,medium,22.921728403675345,72.47978289182153,DV,DV,20,Friday,36-50
MUM-2020-3031,2020-12-20 01:21:00,2020,Mumbai,Maharashtra,FRAUD/CHEATING,investment scam,IPC-420,market,25,29,male,False,closed,low,19.16452278303077,72.88165085204363,IPC,IPC 420,1,Sunday,26-35
3282/2016,2016-01-09 23:14:00,2016,Indore,Madhya Pradesh,DOMESTIC VIOLENCE,dowry harassment,Sec 498A,market,45,67,male,True,under investigation,medium,22.64610420638573,75.93476896182358,IPC,IPC 498,23,Saturday,65+
4607/2018,2018-03-22 23:25:00,2018,Bangalore,Karnataka,DOMESTIC VIOLENCE,mental cruelty,498-A IPC,school,12,35,male,False,under investigation,medium,13.066062718823732,77.51008226905527,IPC,IPC 498,23,Thursday,26-35
FIR/PUN/2020/5895,2020-01-15 11:27:00,2020,Pune,Maharashtra,THEFT,pickpocketing,IPC-378,school,27,75,male,True,convicted,low,18.486551282126847,73.95183348074052,IPC,IPC 378,11,Wednesday,65+
DEL-2019-3861,2019-01-08 12:00:00,2019,Delhi,Delhi,DOMESTIC VIOLENCE,mental cruelty,ipc 498a,street,22,6,male,True,closed,medium,28.641321965916703,77.08814992440654,IPC,IPC 498,12,Tuesday,Under 18
KOL-2018-7726,2018-01-01 00:00:00,2018,Kolkata,West Bengal,RAPE/SEXUAL ASSAULT,molestation,Sec 376,street,29,55,female,False,pending trial,high,22.61433507056481,88.40743817890596,IPC,IPC 376,0,Monday,51-65
fir/che/2023/8233,2023-08-20 12:59:00,2023,Chennai,Tamil Nadu,ASSAULT,simple assault,IPC 351,railway station,17,61,female,False,charge sheeted,medium,13.186939193373048,80.12530437046831,IPC,IPC 351,12,Sunday,51-65
5792/2022,2022-08-16 14:38:00,2022,Kanpur,Uttar Pradesh,MURDER,culpable homicide,302 IPC,street,32,18,female,False,acquitted,high,26.49618338010076,80.27625716024977,IPC,IPC 302,14,Tuesday,Under 18
BHO-2019-6491,2019-06-29 00:00:00,2019,Bhopal,Madhya Pradesh,KIDNAPPING,child kidnapping,IPC 363,bank,44,64,male,False,pending trial,high,23.350878945363988,77.54504289035337,IPC,IPC 363,0,Saturday,51-65
fir/ban/2021/4738,2021-01-21 16:00:00,2021,Bangalore,Karnataka,ROBBERY,bank robbery,392 IPC,highway,1,15,unknown,False,acquitted,high,13.11206184091532,77.7105502616478,IPC,IPC 392,16,Thursday,Under 18
FIR36242017,2017-01-05 11:45:00,2017,Hyderabad,Telangana,ASSAULT,grievous hurt,IPC 352,street,49,37,unknown,False,pending trial,medium,17.357430454021383,78.48966240365762,IPC,IPC 352,11,Thursday,36-50
fir/nag/2021/3078,2021-01-01 00:00:00,2021,Nagpur,Maharashtra,FRAUD/CHEATING,investment scam,ipc 420,residence,1,40,female,False,charge sheeted,low,21.201699021738847,79.01081579991367,IPC,IPC 420,0,Friday,36-50
FIR/PAT/2023/8620,2023-12-06 21:28:00,2023,Patna,Bihar,RAPE/SEXUAL ASSAULT,molestation,Sec 376,highway,16,15,male,True,charge sheeted,high,25.6746366543332,85.28523229542094,IPC,IPC 376,21,Wednesday,Under 18
FIR/CHE/2023/6655,2023-02-05 20:50:00,2023,Chennai,Tamil Nadu,DACOITY,armed dacoity,ipc 395,highway,33,76,unknown,False,under investigation,high,13.209434738843449,80.29096259100405,IPC,IPC 395,20,Sunday,65+
8492/2019,2019-11-13 20:52:00,2019,Bhopal,Madhya Pradesh,THEFT,pickpocketing,IPC 378,street,25,19,female,False,charge sheeted,low,23.32782660060676,77.36765528272123,IPC,IPC 378,20,Wednesday,18-25
FIR/SUR/2020/9850,2020-04-29 03:58:00,2020,Surat,Gujarat,RAPE/SEXUAL ASSAULT,rape,376 IPC,market,39,69,female,False,convicted,high,21.123100607684787,72.77490706095028,IPC,IPC 376,3,Wednesday,65+
FIR11792023,2023-09-21 00:00:00,2023,Pune,Maharashtra,KIDNAPPING,child kidnapping,Sec 363,railway station,8,29,female,False,charge sheeted,high,18.62593342381552,73.81803078594531,IPC,IPC 363,0,Thursday,26-35
8277/2022,2022-08-06 08:26:00,2022,Bangalore,Karnataka,BURGLARY,house breaking,457 IPC,atm,28,10,female,False,closed,medium,12.862955918570409,77.44426760018612,IPC,IPC 457,8,Saturday,Under 18
FIR35092023,2023-05-25 22:36:00,2023,Bangalore,Karnataka,THEFT,chain snatching,IPC 378,railway station,43,74,female,True,under investigation,low,13.030739100066247,77.5522911355044,IPC,IPC 378,22,Thursday,65+
GUW-2015-9986,2015-03-06 17:09:00,2015,Guwahati,Assam,VEHICLE THEFT,car theft,379 IPC,bank,29,10,female,False,closed,low,26.22734972288658,91.73903744096285,IPC,IPC 379,17,Friday,Under 18
3847/2023,2023-12-26 18:27:00,2023,Delhi,Delhi,DOMESTIC VIOLENCE,dowry harassment,DV Act 2005,school,39,43,female,True,charge sheeted,medium,28.64761874928012,77.08192782029614,DV,DV,18,Tuesday,36-50
FIR87592022,2022-03-08 18:29:00,2022,Kolkata,West Bengal,THEFT,shoplifting,Sec 378,street,45,23,male,False,pending trial,low,22.4586730820512,88.35319912688914,IPC,IPC 378,18,Tuesday,18-25
FIR59642020,2020-06-04 13:44:00,2020,Kolkata,West Bengal,EXTORTION,threatening,Sec 383,railway station,34,61,unknown,False,under investigation,medium,22.496136400431528,88.28340485541197,IPC,IPC 383,13,Thursday,51-65
fir/luc/2020/5878,2020-01-01 00:00:00,2020,Lucknow,Uttar Pradesh,ASSAULT,simple assault,IPC 351,school,1,7,male,False,charge sheeted,medium,26.80125163014221,80.9295990432574,IPC,IPC 351,0,Wednesday,Under 18
NAG-2019-7976,2019-12-19 22:25:00,2019,Nagpur,Maharashtra,EXTORTION,online extortion,IPC 383,highway,36,57,female,False,under investigation,medium,21.115163054643972,79.12005636556454,IPC,IPC 383,22,Thursday,51-65
fir/kan/2019/1353,2019-08-13 22:24:00,2019,Kanpur,Uttar Pradesh,FRAUD/CHEATING,upi fraud,420 IPC,highway,14,57,male,False,pending trial,low,26.447801214216454,80.28324377460132,IPC,IPC 420,22,Tuesday,51-65
KOL-2015-2101,2015-08-28 04:04:00,2015,Kolkata,West Bengal,RAPE/SEXUAL ASSAULT,sexual assault,ipc 376,market,33,52,female,False,convicted,high,22.467504275614644,88.45492796234743,IPC,IPC 376,4,Friday,51-65
fir/che/2021/4788,2021-06-27 05:12:00,2021,Chennai,Tamil Nadu,THEFT,pickpocketing,Sec 378,bank,34,51,unknown,False,charge sheeted,low,12.965489488513027,80.37653042072198,IPC,IPC 378,5,Sunday,51-65
6572/2019,2019-12-17 17:03:00,2019,Delhi,Delhi,CYBER CRIME,social media abuse,66C IT Act,residence,29,11,unknown,True,convicted,low,28.728627635445893,77.15623277216325,IT,IT 66,17,Tuesday,Under 18
1082/2017,2017-03-11 05:50:00,2017,Bangalore,Karnataka,BURGLARY,house breaking,457 IPC,market,45,60,male,False,charge sheeted,medium,13.066747012278713,77.48660930368412,IPC,IPC 457,5,Saturday,51-65
9322/2022,2022-06-03 10:14:00,2022,Delhi,Delhi,OTHER IPC OFFENSE,public nuisance,ipc 151,school,10,60,male,False,under investigation,low,28.80861771130292,77.11205885625861,IPC,IPC 151,10,Friday,51-65
FIR/HYD/2015/1750,2015-01-01 00:00:00,2015,Hyderabad,Telangana,DOMESTIC VIOLENCE,dowry harassment,Sec 498A,bank,11,66,male,True,charge sheeted,medium,17.377518935284698,78.57455875141507,IPC,IPC 498,0,Thursday,65+
FIR52492016,2016-06-27 00:47:00,2016,Bhopal,Madhya Pradesh,FRAUD/CHEATING,online fraud,IPC 420,highway,37,42,male,False,closed,low,23.13611652690403,77.4416424374818,IPC,IPC 420,0,Monday,36-50
NAG-2015-3211,2015-03-31 00:00:00,2015,Nagpur,Maharashtra,VEHICLE THEFT,car theft,MVA Sec 185,railway station,25,70,male,False,closed,low,21.20574492385758,79.11555582575849,MVA,MVA 185,0,Tuesday,65+
5082/2020,2020-12-06 13:45:00,2020,Kolkata,West Bengal,CYBER CRIME,hacking,it act 66,railway station,11,48,male,False,closed,low,22.4587662448112,88.43799394117141,IT,IT 66,13,Sunday,36-50
FIR/JAI/2023/7965,2023-10-20 00:04:00,2023,Jaipur,Rajasthan,FRAUD/CHEATING,online fraud,Sec 420,street,37,27,male,False,acquitted,low,26.933691409287828,75.74569033311438,IPC,IPC 420,0,Friday,26-35
FIR63292022,2022-09-16 12:07:00,2022,Pune,Maharashtra,VEHICLE THEFT,car theft,ipc 379,residence,23,70,unknown,True,under investigation,low,18.58756506305348,73.8351358730943,IPC,IPC 379,12,Friday,65+
JAI-2016-9481,2016-07-16 16:20:00,2016,Jaipur,Rajasthan,FRAUD/CHEATING,upi fraud,IPC 420,street,30,22,male,False,under investigation,low,27.04879573819349,75.70637776155456,IPC,IPC 420,16,Saturday,18-25
FIR27692021,2021-06-06 03:57:00,2021,Mumbai,Maharashtra,BURGLARY,shop breaking,ipc 457,atm,40,55,male,False,convicted,medium,19.05623753951973,73.01743236460268,IPC,IPC 457,3,Sunday,51-65
FIR/DEL/2022/8725,2022-07-05 00:01:00,2022,Delhi,Delhi,KIDNAPPING,abduction for ransom,Sec 363,office,8,77,female,True,under investigation,high,28.705066280709097,77.09733092252958,IPC,IPC 363,0,Tuesday,65+
5047/2022,2022-12-22 14:54:00,2022,Indore,Madhya Pradesh,DRUG OFFENSE,possession,ndps act,highway,25,46,female,False,pending trial,low,22.807363999564767,75.83174106539431,NDPS,NDPS,14,Thursday,36-50
fir/kan/2021/5093,2021-01-11 14:46:00,2021,Kanpur,Uttar Pradesh,CYBER CRIME,hacking,66C IT Act,market,26,54,female,True,closed,low,26.473704063680334,80.19377517236086,IT,IT 66,14,Monday,51-65
8672/2016,2016-07-24 08:10:00,2016,Jaipur,Rajasthan,RIOTING,communal riot,IPC 147,highway,11,17,male,False,convicted,medium,26.92438719195133,75.88402130593327,IPC,IPC 147,8,Sunday,Under 18
2712/2016,2016-02-15 20:48:00,2016,Bhubaneswar,Odisha,BURGLARY,night burglary,IPC 457,office,33,77,female,True,convicted,medium,20.286126159971968,85.9406734687772,IPC,IPC 457,20,Monday,65+
fir/bho/2016/8153,2016-01-10 21:13:00,2016,Bhopal,Madhya Pradesh,DOMESTIC VIOLENCE,physical abuse,498-A IPC,market,27,34,female,False,convicted,medium,23.39689998804295,77.51817063963618,IPC,IPC 498,21,Sunday,26-35
IND-2017-6766,2017-01-01 00:00:00,2017,Indore,Madhya Pradesh,ASSAULT,simple assault,IPC 351,school,19,48,male,False,closed,medium,22.571361658983136,75.78015211378974,IPC,IPC 351,0,Sunday,36-50
FIR/MUM/2019/6540,2019-09-04 20:30:00,2019,Mumbai,Maharashtra,DRUG OFFENSE,trafficking,ndps act,street,25,62,female,False,closed,low,18.973708959018992,73.01465268145334,NDPS,NDPS,20,Wednesday,51-65
3512/2021,2021-01-14 01:19:00,2021,Pune,Maharashtra,THEFT,mobile theft,Sec 378,atm,40,7,female,False,convicted,low,18.53651071539555,73.92970035769642,IPC,IPC 378,1,Thursday,Under 18
FIR40042015,2015-08-13 00:20:00,2015,Pune,Maharashtra,ASSAULT,grievous hurt,IPC 352,school,29,29,female,False,under investigation,medium,18.56767527236181,74.00035606233803,IPC,IPC 352,0,Thursday,26-35
FIR/DEL/2017/4730,2017-09-22 23:05:00,2017,Delhi,Delhi,ATTEMPT TO MURDER,stabbing,IPC 307,street,28,5,male,False,under investigation,high,28.71313377680375,77.05601638251635,IPC,IPC 307,23,Friday,Under 18
1407/2022,2022-10-03 21:11:00,2022,Mumbai,Maharashtra,DOMESTIC VIOLENCE,dowry harassment,IPC 498A,office,21,48,male,False,under investigation,medium,19.132030604514604,72.84776033356874,IPC,IPC 498,21,Monday,36-50
FIR/GUW/2021/6745,2021-11-21 16:12:00,2021,Guwahati,Assam,CYBER CRIME,phishing,IT ACT 66,railway station,14,20,female,False,charge sheeted,low,26.151764981480227,91.68869535371584,IT,IT 66,16,Sunday,18-25
FIR/JAI/2017/5310,2017-01-01 00:00:00,2017,Jaipur,Rajasthan,VEHICLE THEFT,car theft,MVA Sec 185,highway,22,54,unknown,False,charge sheeted,low,26.79541155936753,75.66396950910026,MVA,MVA 185,0,Sunday,51-65
FIR/KAN/2019/5045,2019-08-16 23:53:00,2019,Kanpur,Uttar Pradesh,THEFT,shoplifting,Sec 378,school,42,49,male,False,charge sheeted,low,26.480932909024865,80.40193414774178,IPC,IPC 378,23,Friday,36-50
7862/2017,2017-01-01 00:00:00,2017,Bangalore,Karnataka,ROBBERY,armed robbery,ipc 392,street,40,54,female,True,closed,high,12.93518855294132,77.65048216567223,IPC,IPC 392,0,Sunday,51-65
fir/hyd/2020/5518,2020-01-01 00:00:00,2020,Hyderabad,Telangana,THEFT,mobile theft,Sec 378,school,25,26,unknown,False,pending trial,low,17.3917372019917,78.38722304975474,IPC,IPC 378,0,Wednesday,26-35
fir/pun/2019/1223,2019-09-03 22:37:00,2019,Pune,Maharashtra,KIDNAPPING,abduction for ransom,IPC-363,residence,27,73,female,False,under investigation,high,18.538517146947708,73.7236787294972,IPC,IPC 363,22,Tuesday,65+
fir/ahm/2020/2588,2020-11-20 16:44:00,2020,Ahmedabad,Gujarat,MURDER,culpable homicide,302 IPC,railway station,45,79,female,False,charge sheeted,high,22.88459639769679,72.43659999670798,IPC,IPC 302,16,Friday,65+
5757/2017,2017-01-30 02:07:00,2017,Patna,Bihar,RIOTING,communal riot,IPC 147,residence,3,38,female,False,charge sheeted,medium,25.632925413782008,85.25643508717674,IPC,IPC 147,2,Monday,36-50
fir/ahm/2017/6198,2017-01-01 00:00:00,2017,Ahmedabad,Gujarat,THEFT,pickpocketing,ipc 378,street,30,24,male,False,convicted,low,23.09990207710524,72.51738824919227,IPC,IPC 378,0,Sunday,18-25
2417/2017,2017-05-02 22:43:00,2017,Mumbai,Maharashtra,DOMESTIC VIOLENCE,dowry harassment,Sec 498A,bank,24,49,male,True,under investigation,medium,18.939314211438106,72.99912907686625,IPC,IPC 498,22,Tuesday,36-50
FIR31242018,2018-08-27 07:28:00,2018,Chennai,Tamil Nadu,ASSAULT,simple assault,Sec. 351,railway station,10,54,unknown,False,under investigation,medium,13.212153401636694,80.12465173237096,IPC,IPC 351,7,Monday,51-65
FIR/KOL/2021/2095,2021-03-02 02:56:00,2021,Kolkata,West Bengal,DRUG OFFENSE,trafficking,Sec 20 NDPS,office,34,19,female,True,pending trial,low,22.63884295383405,88.30887407330407,NDPS,NDPS 20,2,Tuesday,18-25
AHM-2020-5491,2020-11-08 00:00:00,2020,Ahmedabad,Gujarat,THEFT,shoplifting,IPC 378,unknown,46,77,unknown,False,pending trial,low,23.042761484249876,72.6093985602408,IPC,IPC 378,0,Sunday,65+
2602/2022,2022-03-01 07:49:00,2022,Jaipur,Rajasthan,KIDNAPPING,abduction for ransom,IPC 363,railway station,42,40,unknown,True,closed,high,26.76574062024751,75.75987304487326,IPC,IPC 363,7,Tuesday,36-50
3107/2022,2022-10-04 00:00:00,2022,Kolkata,West Bengal,CYBER CRIME,social media abuse,Sec 66 IT Act,bank,2,15,male,False,under investigation,low,22.712107825662702,88.37114517556942,IT,IT 66,0,Tuesday,Under 18
FIR41242021,2021-02-28 12:34:00,2021,Patna,Bihar,ASSAULT,grievous hurt,351 IPC,market,3,68,unknown,False,charge sheeted,medium,25.587318937808742,85.15709960733254,IPC,IPC 351,12,Sunday,65+
AHM-2021-1676,2021-09-26 22:15:00,2021,Ahmedabad,Gujarat,THEFT,shoplifting,378,street,26,22,female,True,under investigation,low,23.137501576887736,72.5276161235176,IPC,IPC 378,22,Sunday,18-25
FIR/KOL/2016/7075,2016-07-15 00:00:00,2016,Kolkata,West Bengal,ASSAULT,simple assault,IPC 351,office,17,18,male,False,pending trial,medium,22.65899540725397,88.34896849398605,IPC,IPC 351,0,Friday,Under 18
FIR24242016,2016-01-28 02:40:00,2016,Jaipur,Rajasthan,RAPE/SEXUAL ASSAULT,molestation,ipc 376,bank,15,6,unknown,False,under investigation,high,26.93274239470071,75.79863927199665,IPC,IPC 376,2,Thursday,Under 18
PUN-2019-4481,2019-10-07 14:39:00,2019,Pune,Maharashtra,BURGLARY,house breaking,457 IPC,market,14,20,male,True,pending trial,medium,18.64857045060016,73.7503445654245,IPC,IPC 457,14,Monday,18-25
FIR33642023,2023-08-27 08:00:00,2023,Mumbai,Maharashtra,FRAUD/CHEATING,investment scam,IPC-420,unknown,18,78,unknown,False,closed,low,18.996685278144653,72.90387838778415,IPC,IPC 420,8,Sunday,65+
FIR37842019,2019-12-06 00:09:00,2019,Chennai,Tamil Nadu,ASSAULT,simple assault,IPC 351,market,46,41,female,False,under investigation,medium,13.198724246434384,80.19123877173243,IPC,IPC 351,0,Friday,36-50
9582/2018,2018-01-01 00:00:00,2018,Bhopal,Madhya Pradesh,THEFT,mobile theft,IPC 378,unknown,31,19,male,True,closed,low,23.33124484388221,77.38982614772374,IPC,IPC 378,0,Monday,18-25
DEL-2019-6616,2019-07-12 16:16:00,2019,Delhi,Delhi,DRUG OFFENSE,trafficking,NDPS ACT Sec 8,bank,23,73,female,False,charge sheeted,low,28.84812472117799,76.95897469983112,NDPS,NDPS 8,16,Friday,65+
PUN-2018-6991,2018-04-11 09:23:00,2018,Pune,Maharashtra,ASSAULT,grievous hurt,IPC 351,residence,1,29,unknown,False,charge sheeted,medium,18.567903275784136,73.77442076407257,IPC,IPC 351,9,Wednesday,26-35
FIR/DEL/2020/1350,2020-01-01 00:00:00,2020,Delhi,Delhi,THEFT,shoplifting,IPC-378,highway,4,62,male,False,under investigation,low,28.800591008104576,77.05398486493922,IPC,IPC 378,0,Wednesday,51-65
NAG-2019-3546,2019-04-29 01:03:00,2019,Nagpur,Maharashtra,THEFT,mobile theft,ipc 378,residence,40,28,female,False,acquitted,low,21.279599569309863,79.07093099384304,IPC,IPC 378,1,Monday,26-35
7142/2023,2023-01-01 00:00:00,2023,Lucknow,Uttar Pradesh,THEFT,shoplifting,378 IPC,residence,8,75,male,False,closed,low,26.71376930971581,80.87179650633405,IPC,IPC 378,0,Sunday,65+
PUN-2022-5096,2022-06-28 19:16:00,2022,Pune,Maharashtra,DRUG OFFENSE,possession,NDPS ACT Sec 8,residence,16,74,female,True,under investigation,low,18.51045378388896,73.91428294932378,NDPS,NDPS 8,19,Tuesday,65+
5032/2022,2022-09-06 08:49:00,2022,Chennai,Tamil Nadu,MURDER,culpable homicide,ipc 302,residence,15,27,male,True,charge sheeted,high,12.967570373072911,80.16294778415345,IPC,IPC 302,8,Tuesday,26-35
FIR11792015,2015-01-04 00:00:00,2015,Ahmedabad,Gujarat,RAPE/SEXUAL ASSAULT,sexual assault,Sec 376,street,45,68,male,True,under investigation,high,23.16031452586623,72.49930016918746,IPC,IPC 376,0,Sunday,65+
fir/pun/2019/5608,2019-09-21 04:01:00,2019,Pune,Maharashtra,ROBBERY,armed robbery,ipc 392,street,3,11,female,False,under investigation,high,18.45997538966448,73.82829550797297,IPC,IPC 392,4,Saturday,Under 18
fir/ban/2016/1698,2016-05-22 11:54:00,2016,Bangalore,Karnataka,DACOITY,armed dacoity,395 IPC,street,10,36,female,False,closed,high,12.970091483521516,77.61693601350757,IPC,IPC 395,11,Sunday,36-50
FIR38592021,2021-09-05 00:00:00,2021,Mumbai,Maharashtra,FRAUD/CHEATING,online fraud,ipc 420,office,43,15,male,False,charge sheeted,low,18.992752784372005,73.00883668835205,IPC,IPC 420,0,Sunday,Under 18
FIR92242018,2018-10-17 07:11:00,2018,Hyderabad,Telangana,ASSAULT,simple assault,Sec. 351,street,1,34,male,False,under investigation,medium,17.277687383041997,78.49227952028187,IPC,IPC 351,7,Wednesday,26-35
1852/2023,2023-10-11 01:36:00,2023,Hyderabad,Telangana,FRAUD/CHEATING,online fraud,IPC-420,bank,5,21,male,False,under investigation,low,17.365728004527547,78.36660372139944,IPC,IPC 420,1,Wednesday,18-25
FIR/DEL/2023/8100,2023-07-17 20:32:00,2023,Delhi,Delhi,ASSAULT,simple assault,ipc 351,office,31,16,male,False,convicted,medium,28.67466589887925,77.10968929945756,IPC,IPC 351,20,Monday,Under 18
FIR89792015,2015-12-13 00:00:00,2015,Bhubaneswar,Odisha,THEFT,pickpocketing,Sec 378,market,20,76,male,False,closed,low,20.4319925798269,85.91830818061449,IPC,IPC 378,0,Sunday,65+
FIR/NAG/2020/7215,2020-06-21 08:49:00,2020,Nagpur,Maharashtra,BURGLARY,house breaking,Sec. 457,school,37,68,male,False,charge sheeted,medium,21.118279847017604,78.99905799977063,IPC,IPC 457,8,Sunday,65+
SUR-2023-2026,2023-09-19 18:58:00,2023,Surat,Gujarat,EXTORTION,threatening,ipc 383,highway,38,20,female,False,convicted,medium,21.13410232778881,72.73320007978688,IPC,IPC 383,18,Tuesday,18-25
fir/guw/2022/9093,2022-12-07 10:08:00,2022,Guwahati,Assam,KIDNAPPING,child kidnapping,363 IPC,market,43,73,male,False,pending trial,high,26.05004977078766,91.65335866890644,IPC,IPC 363,10,Wednesday,65+
CHE-2022-4351,2022-01-31 08:39:00,2022,Chennai,Tamil Nadu,FRAUD/CHEATING,bank fraud,420 IPC,street,36,64,male,True,closed,low,13.204435580222697,80.4153340441888,IPC,IPC 420,8,Monday,51-65
MUM-2015-6731,2015-10-08 00:00:00,2015,Mumbai,Maharashtra,BURGLARY,night burglary,457 IPC,highway,18,76,male,False,closed,medium,18.96006697961701,72.85148295168538,IPC,IPC 457,0,Thursday,65+
FIR/HYD/2016/1240,2016-08-22 22:49:00,2016,Hyderabad,Telangana,CYBER CRIME,hacking,it act 66,street,5,65,female,True,acquitted,low,17.301626951179298,78.41104721492717,IT,IT 66,22,Monday,51-65
7227/2020,2020-12-17 00:00:00,2020,Kolkata,West Bengal,FRAUD/CHEATING,bank fraud,ipc 420,school,48,47,female,False,convicted,low,22.65726642578173,88.2455693919587,IPC,IPC 420,0,Thursday,36-50
