fir_number,date_reported,year,city,state,primary_crime_type,description,ipc_section,location_type,beat_zone,victim_age,victim_gender,arrest_made,case_status,severity,latitude,longitude
FIR38742021,08/07/2021 17:21:00,2021,Pune,Maharashtra,THEFT,CHAIN SNATCHING,378 IPC,BANK,1.0,14.0,,N,Acquitted,Low,18.484296909948107,73.7346483979709
5547/2020,01-05-2020,2020,Pune,Maharashtra,DRUG OFFENSE,Possession,NDPS ACT Sec 8,Market,1.0,59.0,Female,NO,UNDER INVESTIGATION,LOW,18.552392318060704,73.90297135213868
3702/2015,1433814420,2015,Hyderabad,Telangana,VEHICLE THEFT,CAR THEFT,379 IPC,OFFICE,1.0,40.0,Male,Yes,PENDING TRIAL,Low,17.253470776692197,78.4349640115336
3277/2018,11/12/18 22:46,2018,Lucknow,Uttar Pradesh,DOMESTIC VIOLENCE,Dowry Harassment,Sec 498A,Market,27.0,,Male,True,PENDING TRIAL,MEDIUM,26.825733677960283,81.00739922888906
FIR97592015,02/01/2015 20:36:00,2015,Kolkata,West Bengal,THEFT,MOBILE THEFT,378,HIGHWAY,3.0,49.0,Female,Y,Convicted,Low,22.48402298991455,88.22945022923679
FIR19242019,09 March 2019 01:47 PM,2019,Mumbai,Maharashtra,DOMESTIC VIOLENCE,Physical Abuse,ipc 498a,ATM,49.0,10.0,Female,False,closed,MEDIUM,18.979965277074015,72.89515550432473
MUM-2022-1811,08-05-2022,2022,Mumbai,Maharashtra,EXTORTION,ONLINE EXTORTION,383 IPC,Railway Station,27.0,20.0,Male,yes,,medium,,
fir/del/2020/2553,2020-11-14 05:52:00,2020,Delhi,Delhi,THEFT,Shoplifting,378,,21.0,74.0,f,,Convicted,Low,28.764618695755008,76.96416832113383
DEL-2018-8511,22/05/2018 03:22:00,2018,Delhi,Delhi,THEFT,SHOPLIFTING,IPC 378,Residence,3.0,5.0,Male,no,CHARGE SHEETED,Low,28.630583487044348,77.04025016460795
JAI-2023-1221,27/06/23 21:00,2023,Jaipur,Rajasthan,KIDNAPPING,CHILD KIDNAPPING,ipc 363,Office,26.0,8.0,M,No,Closed,High,,
JAI-2016-3071,14/10/2016 22:49:00,2016,Jaipur,Rajasthan,THEFT,Mobile Theft,IPC-378,Bank,29.0,,F,,Convicted,Low,27.045866517437588,75.7758913239606
FIR/KOL/2015/9090,06/17/2015 07:20:00,2015,Kolkata,West Bengal,FRAUD/CHEATING,INVESTMENT SCAM,IPC 420,STREET,5.0,73.0,MALE,no,closed,Low,22.563349292619783,88.38156131760172
FIR/JAI/2015/4265,2015-03-25 16:51:00,2015,Jaipur,Rajasthan,ASSAULT,Grievous Hurt,ipc 351,Street,29.0,20.0,m,NO,Convicted,Medium,,
fir/mum/2017/1918,1495267680,2017,Mumbai,Maharashtra,RAPE/SEXUAL ASSAULT,RAPE,Sec 376,RESIDENCE,31.0,60.0,Male,,under investigation,High,19.204069012942725,73.02055113569412
FIR50392016,24/02/2016 09:52:00,2016,Patna,Bihar,VEHICLE THEFT,Car Theft,IPC 379,OFFICE,11.0,53.0,male,,CLOSED,Low,25.48855483671525,85.1694509596354
FIR26292015,30/12/15 10:04,2015,Kolkata,West Bengal,EXTORTION,THREATENING,IPC 383,SCHOOL,,49.0,female,,Under Investigation,medium,22.48084734604324,88.46028369330585
FIR15542019,10/28/2019 06:29:00,2019,Delhi,Delhi,ASSAULT,ROAD RAGE,IPC 352,,27.0,54.0,Female,,PENDING TRIAL,Medium,28.59920081782922,77.0546011065139
FIR/CHE/2021/6430,1626174540,2021,Chennai,Tamil Nadu,OTHER IPC OFFENSE,Unlawful Assembly,ipc 151,School,23.0,,UNKNOWN,yes,Under Investigation,Low,13.128625268638144,80.18762500760094
fir/kan/2015/5823,21/05/2015 06:21:00,2015,Kanpur,Uttar Pradesh,ROBBERY,ARMED ROBBERY,Sec 392,School,30.0,37.0,male,N,Convicted,HIGH,26.388486606565056,80.26800005521686
SUR-2017-2896,25/07/2017 11:57:00,2017,Surat,Gujarat,CYBER CRIME,Phishing,IT ACT 66,ATM,9.0,19.0,Unknown,No,CONVICTED,low,21.221156737691214,72.7102717479708
FIR33442022,23/01/2022 07:33:00,2022,Kochi,Kerala,FRAUD/CHEATING,online fraud,420 IPC,Street,32.0,,female,False,,Low,9.798819562435785,76.40769149716131
MUM-2023-2306,03/17/2023 13:35:00,2023,Mumbai,Maharashtra,THEFT,MOBILE THEFT,378,ATM,2.0,63.0,Female,True,Acquitted,Low,18.95175245102701,72.78763849714021
IND-2017-9021,20/06/17 02:23,2017,Indore,Madhya Pradesh,ASSAULT,Road Rage,351 IPC,Residence,35.0,26.0,FEMALE,n,under investigation,Medium,22.776013962080714,75.71734949286694
FIR70892016,2016-03-18 05:48:00,2016,Jaipur,Rajasthan,ATTEMPT TO MURDER,Stabbing,ipc 307,ATM,24.0,38.0,UNKNOWN,no,Convicted,high,26.951053300909763,75.77093320648687
FIR89142022,06/19/2022 18:29:00,2022,Mumbai,Maharashtra,ASSAULT,ROAD RAGE,ipc 351,Market,45.0,10.0,male,y,CHARGE SHEETED,Medium,19.035236243259387,72.90989394063554
FIR84092016,2016-11-03 17:33:00,2016,Surat,Gujarat,VEHICLE THEFT,Car Theft,IPC 379,street,42.0,50.0,Male,NO,CONVICTED,Low,21.062636689520488,72.80314839835204
FIR/SUR/2022/2575,29/09/2022 19:30:00,2022,Surat,Gujarat,THEFT,PICKPOCKETING,378 IPC,OFFICE,42.0,38.0,Unknown,no,Convicted,Low,21.242627880681535,72.93161599871065
fir/kol/2017/5813,15/07/17 19:37,2017,Kolkata,West Bengal,ROBBERY,ARMED ROBBERY,392 IPC,RAILWAY STATION,41.0,74.0,Female,No,under investigation,HIGH,22.59491869189703,88.46442294355559
6292/2015,10 October 2015 01:47 PM,2015,Bangalore,Karnataka,THEFT,CHAIN SNATCHING,ipc 378,street,38.0,,female,False,charge sheeted,Low,12.998958090346221,77.66035193739125
fir/kol/2018/6733,09/03/18 00:57,2018,Kolkata,West Bengal,FRAUD/CHEATING,Online Fraud,420,RAILWAY STATION,7.0,7.0,MALE,N,under investigation,Low,,
FIR/IND/2016/4190,1469258160,2016,Indore,Madhya Pradesh,RIOTING,COMMUNAL RIOT,147 IPC,OFFICE,25.0,7.0,Male,y,UNDER INVESTIGATION,Medium,22.62557239634877,75.81189345990352
HYD-2017-3741,26/07/17 08:44,2017,Hyderabad,Telangana,DOMESTIC VIOLENCE,physical abuse,Sec 498A,STREET,47.0,53.0,f,NO,Pending Trial,MEDIUM,17.402691276687467,78.61289173423874
PUN-2018-7321,2018-10-04 19:20:00,2018,Pune,Maharashtra,BURGLARY,house breaking,457 IPC,Highway,33.0,48.0,male,yes,Pending Trial,Medium,18.618426583921142,73.86866605940463
fir/mum/2016/2563,01-10-2016,2016,Mumbai,Maharashtra,VEHICLE THEFT,Two Wheeler,379 IPC,BANK,42.0,73.0,M,No,Charge Sheeted,Low,18.938163757429756,72.93047480197983
FIR/HYD/2020/7025,2020-07-27 08:33:00,2020,Hyderabad,Telangana,KIDNAPPING,Child Kidnapping,ipc 363,Street,,55.0,UNKNOWN,yes,PENDING TRIAL,High,17.38478046886556,78.36325064901992
8172/2018,08 December 2018 05:56 PM,2018,Mumbai,Maharashtra,THEFT,shoplifting,ipc 378,SCHOOL,43.0,26.0,F,YES,Convicted,Low,18.933955752586474,72.7645696926939
FIR/HYD/2016/3205,21/06/16 18:09,2016,Hyderabad,Telangana,THEFT,Shoplifting,IPC 378,RAILWAY STATION,37.0,54.0,FEMALE,,PENDING TRIAL,Low,17.420384253268118,78.61592487865421
FIR/CHE/2021/6085,18/07/21 11:32,2021,Chennai,Tamil Nadu,CYBER CRIME,Social Media Abuse,IT Act 66,Market,13.0,27.0,Male,n,CHARGE SHEETED,low,13.00406766450187,80.32445388663862
MUM-2020-3231,27/04/2020 23:21:00,2020,Mumbai,Maharashtra,ROBBERY,ARMED ROBBERY,Sec 392,Railway Station,10.0,68.0,f,,Convicted,HIGH,19.035292454998242,72.95879559750348
7612/2016,16 December 2016 10:52 PM,2016,Chennai,Tamil Nadu,THEFT,shoplifting,IPC-378,OFFICE,23.0,38.0,M,no,,Low,999.0,0.0
4382/2020,1585373400,2020,Mumbai,Maharashtra,THEFT,SHOPLIFTING,Sec 378,Office,44.0,47.0,MALE,,UNDER INVESTIGATION,Low,18.937208756524967,72.96273302607541
fir/del/2022/4978,08/04/2022 02:00:00,2022,Delhi,Delhi,BURGLARY,HOUSE BREAKING,Sec. 457,MARKET,45.0,7.0,Male,yes,Charge Sheeted,Medium,,
2662/2015,1444775700,2015,Mumbai,Maharashtra,DRUG OFFENSE,POSSESSION,NDPS Act,School,,,Male,y,Pending Trial,LOW,19.165251494104545,72.84766982404248
KOL-2018-5876,04 December 2018 03:49 AM,2018,Kolkata,West Bengal,RIOTING,COMMUNAL RIOT,ipc 147,RESIDENCE,29.0,35.0,FEMALE,Yes,CLOSED,Medium,22.707599046469493,88.46437807233606
4257/2016,2016-07-07 09:15:00,2016,Bangalore,Karnataka,BURGLARY,Night Burglary,Sec. 457,Office,47.0,64.0,F,no,Under Investigation,Medium,13.055992226840978,77.74227736245082
FIR/DEL/2021/5260,25 January 2021 07:28 PM,2021,Delhi,Delhi,ROBBERY,armed robbery,392 IPC,Highway,12.0,,MALE,Y,under investigation,HIGH,28.578260844016906,77.12963787412885
FIR75992023,16/07/2023 20:31:00,2023,Chandigarh,Punjab,ASSAULT,SIMPLE ASSAULT,IPC 351,STREET,4.0,,,NO,,Medium,30.86820302537794,76.92285132546688
KAN-2023-7506,06/12/2023 10:04:00,2023,Kanpur,Uttar Pradesh,VEHICLE THEFT,CAR THEFT,IPC 379,Street,40.0,31.0,,,Pending Trial,Low,26.34651893041176,80.27497973067612
FIR/BAN/2016/1170,02/09/2016 14:49:00,2016,Bangalore,Karnataka,DRUG OFFENSE,Possession,Sec 20 NDPS,street,27.0,20.0,MALE,N,CONVICTED,LOW,13.000500947581994,77.70828694591233
FIR13792015,18-06-2015,2015,Jaipur,Rajasthan,ROBBERY,Bank Robbery,392 IPC,STREET,8.0,,,,UNDER INVESTIGATION,HIGH,27.043554547917,75.66248626589315
BAN-2016-6071,23/05/2016 00:38:00,2016,Bangalore,Karnataka,ROBBERY,Bank Robbery,IPC 392,ATM,25.0,18.0,M,NO,CONVICTED,HIGH,12.898725422036527,77.55674986716043
FIR13942018,04/07/2018 04:19:00,2018,Mumbai,Maharashtra,FRAUD/CHEATING,UPI Fraud,420,School,25.0,35.0,Male,FALSE,charge sheeted,Low,19.04866509449955,72.90895570988329
GUW-2021-1581,07/10/21 05:16,2021,Guwahati,Assam,ASSAULT,Grievous Hurt,ipc 351,RAILWAY STATION,32.0,68.0,male,,Closed,Medium,26.210989661325655,91.61845063484152
FIR/BAN/2019/4005,04/04/19 09:15,2019,Bangalore,Karnataka,DOMESTIC VIOLENCE,Mental Cruelty,498-A IPC,OFFICE,35.0,,Male,,,MEDIUM,13.07297818424833,77.52089967940528
FIR/BAN/2020/8205,22/08/20 02:24,2020,Bangalore,Karnataka,BURGLARY,House Breaking,457 IPC,Office,,31.0,FEMALE,,UNDER INVESTIGATION,Medium,12.937924845376532,77.54969410698877
fir/ahm/2020/5323,28-07-2020,2020,Ahmedabad,Gujarat,BURGLARY,Night Burglary,457 IPC,BANK,40.0,,F,No,Charge Sheeted,Medium,23.087786786926976,72.6842199879928
PUN-2020-6511,05/03/2020 18:29:00,2020,Pune,Maharashtra,KIDNAPPING,CHILD KIDNAPPING,363 IPC,School,29.0,16.0,female,FALSE,,High,18.51785519041978,73.73401764007968
KOL-2021-9116,03 November 2021 08:50 PM,2021,Kolkata,West Bengal,DRUG OFFENSE,Peddling,NDPS ACT Sec 8,street,35.0,16.0,FEMALE,,Under Investigation,LOW,22.49023772832192,88.449053528271
fir/ban/2022/9428,21 June 2022 11:47 AM,2022,Bangalore,Karnataka,THEFT,SHOPLIFTING,Sec 378,ATM,8.0,39.0,female,FALSE,PENDING TRIAL,Low,13.102624247136484,77.57459539357943
CHE-2020-6051,13-01-2020,2020,Chennai,Tamil Nadu,VEHICLE THEFT,TWO WHEELER,MVA Sec 185,Railway Station,44.0,57.0,,n,charge sheeted,Low,13.164607429118789,80.33839206814675
FIR/MUM/2019/6110,1557460200,2019,Mumbai,Maharashtra,RAPE/SEXUAL ASSAULT,Sexual Assault,IPC 376,School,17.0,22.0,Female,FALSE,Closed,High,18.98993791027056,72.76640761807074
fir/del/2023/8983,19/08/2023 17:33:00,2023,Delhi,Delhi,FRAUD/CHEATING,BANK FRAUD,IPC 420,School,38.0,55.0,Male,NO,CLOSED,Low,28.837796234813222,77.15557187759914
KAN-2020-6071,08/12/2020 17:11:00,2020,Kanpur,Uttar Pradesh,KIDNAPPING,Abduction for Ransom,ipc 363,street,16.0,71.0,Female,FALSE,charge sheeted,High,26.333546587125923,80.3112938895216
FIR76292018,28/11/18 17:55,2018,Guwahati,Assam,ASSAULT,SIMPLE ASSAULT,Sec. 351,,12.0,,M,,closed,Medium,26.13398991752692,91.5937028348267
7592/2018,11/04/2018 09:17:00,2018,Pune,Maharashtra,EXTORTION,Online Extortion,Sec 383,Railway Station,13.0,52.0,Unknown,no,under investigation,medium,,
AHM-2022-9516,06 October 2022 09:07 PM,2022,Ahmedabad,Gujarat,THEFT,Mobile Theft,IPC-378,OFFICE,14.0,67.0,F,n,Convicted,Low,22.907637190785096,72.46294367850578
FIR/MUM/2017/4650,08/15/2017 08:08:00,2017,Mumbai,Maharashtra,ASSAULT,simple assault,351 IPC,SCHOOL,38.0,33.0,m,,Closed,Medium,19.10098248743295,72.81336848333555
fir/ahm/2018/2928,01/05/2018 12:45:00,2018,Ahmedabad,Gujarat,KIDNAPPING,ABDUCTION FOR RANSOM,363 IPC,Bank,34.0,40.0,Female,NO,Acquitted,High,22.90683806982506,72.68314915650261
6962/2018,12/16/2018 02:33:00,2018,Chennai,Tamil Nadu,DOMESTIC VIOLENCE,physical abuse,498-A IPC,Bank,29.0,,Female,No,Convicted,MEDIUM,13.216028773941806,80.38328211007133
CHE-2019-2301,11/09/19 20:29,2019,Chennai,Tamil Nadu,ARSON,Property Fire,IPC 436,street,33.0,55.0,MALE,NO,Under Investigation,High,13.067621818233517,80.14859606328318
KOL-2019-8011,18-07-2019,2019,Kolkata,West Bengal,THEFT,Mobile Theft,Sec 378,Residence,16.0,58.0,Male,,Charge Sheeted,Low,22.503431150367472,88.4865270030067
fir/bho/2016/9083,25-05-2016,2016,Bhopal,Madhya Pradesh,ROBBERY,ARMED ROBBERY,Sec 392,Office,1.0,26.0,,,under investigation,HIGH,23.13255621615229,77.44252569971627
6832/2021,23/11/2021 09:50:00,2021,Hyderabad,Telangana,OTHER IPC OFFENSE,Public Nuisance,Other IPC,BANK,33.0,23.0,,,Charge Sheeted,Low,,
FIR87192015,26/04/2015 03:07:00,2015,Ahmedabad,Gujarat,ROBBERY,ARMED ROBBERY,ipc 392,street,44.0,62.0,Male,FALSE,CONVICTED,HIGH,23.034270881686986,72.66064847943545
FIR/MUM/2023/1460,20 June 2023 08:40 PM,2023,Mumbai,Maharashtra,VEHICLE THEFT,Two Wheeler,379 IPC,Bank,9.0,29.0,male,,under investigation,Low,19.094244530480335,72.98881267603862
FIR24792019,22/08/2019 18:23:00,2019,Mumbai,Maharashtra,DRUG OFFENSE,Possession,NDPS Act,Street,,44.0,FEMALE,,closed,LOW,19.130135895713412,73.02479956860896
1692/2023,15 July 2023 11:44 AM,2023,Kanpur,Uttar Pradesh,FRAUD/CHEATING,online fraud,420 IPC,street,40.0,16.0,Unknown,N,CHARGE SHEETED,Low,26.42184870163408,80.292126091575
FIR82392018,11/02/2018 02:53:00,2018,Kolkata,West Bengal,BURGLARY,house breaking,Sec. 457,Residence,8.0,,m,,CHARGE SHEETED,Medium,22.493661859239477,88.3876983129925
1732/2021,09 September 2021 12:21 PM,2021,Pune,Maharashtra,VEHICLE THEFT,two wheeler,MVA Sec 185,RAILWAY STATION,3.0,30.0,f,no,PENDING TRIAL,Low,18.618937539961752,73.89080534041253
LUC-2020-2741,01/07/20 12:49,2020,Lucknow,Uttar Pradesh,BURGLARY,Shop Breaking,ipc 457,street,28.0,16.0,m,n,CLOSED,Medium,26.851101643030198,80.94988519064789
FIR/PAT/2022/7985,2022-01-17 21:23:00,2022,Patna,Bihar,DRUG OFFENSE,Peddling,NDPS ACT Sec 8,Highway,6.0,6.0,FEMALE,,PENDING TRIAL,LOW,25.676852342057416,85.07989461687146
fir/kol/2016/2798,1479912120,2016,Kolkata,West Bengal,ASSAULT,ROAD RAGE,IPC 352,Market,27.0,23.0,male,,Charge Sheeted,Medium,22.708298654354873,88.30825746701404
4347/2017,12-03-2017,2017,Bhubaneswar,Odisha,RAPE/SEXUAL ASSAULT,Molestation,376 IPC,Office,18.0,63.0,Female,No,CONVICTED,High,20.190666922612152,85.67937756427581
3627/2023,05-07-2023,2023,Chandigarh,Punjab,THEFT,Mobile Theft,378 IPC,RESIDENCE,2.0,30.0,FEMALE,yes,charge sheeted,Low,30.694103820765672,76.67216849764607
FIR/JAI/2018/9085,29/09/18 18:28,2018,Jaipur,Rajasthan,ASSAULT,Road Rage,351 IPC,OFFICE,28.0,68.0,Unknown,YES,Closed,Medium,27.0436116724923,75.83490479458531
FIR/PUN/2015/7660,09 January 2015 12:32 PM,2015,Pune,Maharashtra,THEFT,Shoplifting,IPC 378,,14.0,8.0,,no,CHARGE SHEETED,Low,18.409009268447605,73.82544717029171
8077/2023,02/02/23 16:38,2023,Mumbai,Maharashtra,KIDNAPPING,Child Kidnapping,ipc 363,RAILWAY STATION,,26.0,MALE,FALSE,closed,High,19.14050878954692,72.90250374212454
FIR90792021,29/09/2021 20:17:00,2021,Mumbai,Maharashtra,THEFT,Pickpocketing,378 IPC,OFFICE,28.0,41.0,FEMALE,,under investigation,Low,19.215329324551252,72.89300263782756
fir/luc/2015/8548,07 December 2015 12:18 PM,2015,Lucknow,Uttar Pradesh,RIOTING,communal riot,IPC 148,ATM,2.0,19.0,Male,,Acquitted,Medium,,
FIR94492021,2021-04-04 21:32:00,2021,Nagpur,Maharashtra,BURGLARY,HOUSE BREAKING,ipc 457,street,20.0,51.0,Male,NO,Charge Sheeted,Medium,21.002254631795058,79.10088522217382
MUM-2019-3256,14/09/2019 04:14:00,2019,Mumbai,Maharashtra,DACOITY,Armed Dacoity,ipc 395,MARKET,27.0,57.0,FEMALE,,,High,18.949957728022195,72.83860006456055
3507/2023,20-06-2023,2023,Delhi,Delhi,CYBER CRIME,hacking,IT ACT 66,RAILWAY STATION,30.0,72.0,FEMALE,NO,Charge Sheeted,low,28.58677048486381,77.06794357212665
3037/2017,06/09/17 07:39,2017,Ahmedabad,Gujarat,EXTORTION,ONLINE EXTORTION,383 IPC,School,16.0,67.0,f,yes,Convicted,medium,23.061121968217048,72.45448634681219
5532/2015,05 April 2015 10:35 PM,2015,Mumbai,Maharashtra,THEFT,SHOPLIFTING,Sec 378,street,23.0,67.0,,no,Under Investigation,Low,19.004869778869992,73.00647026907735
FIR23042021,28/06/2021 18:09:00,2021,Pune,Maharashtra,BURGLARY,house breaking,ipc 457,RAILWAY STATION,25.0,,,no,,Medium,18.453911573180488,73.72540827148465
fir/koc/2017/5633,2017-02-07 12:28:00,2017,Kochi,Kerala,ASSAULT,Grievous Hurt,351 IPC,STREET,45.0,,MALE,No,closed,Medium,9.860638621115546,76.33435076741686
FIR/HYD/2018/6980,26 October 2018 03:05 PM,2018,Hyderabad,Telangana,ASSAULT,Simple Assault,ipc 351,SCHOOL,11.0,12.0,Female,FALSE,UNDER INVESTIGATION,Medium,17.477418221581033,78.34914052484824
6742/2017,1499874240,2017,Bangalore,Karnataka,ASSAULT,simple assault,IPC 351,HIGHWAY,,55.0,Female,n,Convicted,Medium,13.085768562635144,77.58214181317442
2367/2020,17/07/2020 15:04:00,2020,Kolkata,West Bengal,BURGLARY,HOUSE BREAKING,ipc 457,Highway,23.0,21.0,MALE,Yes,Under Investigation,Medium,22.480526921959946,88.25266134856487
DEL-2022-8716,11 October 2022 06:48 PM,2022,Delhi,Delhi,DOMESTIC VIOLENCE,PHYSICAL ABUSE,Sec 498A,Highway,16.0,63.0,Female,Yes,Charge Sheeted,MEDIUM,28.56533681297888,77.1503453505938
FIR39592021,07/06/2021 03:09:00,2021,Kolkata,West Bengal,ROBBERY,armed robbery,IPC-392,BANK,31.0,41.0,female,No,Convicted,HIGH,22.654425993147175,88.50482243226831
3992/2018,09/12/2018 15:05:00,2018,Kanpur,Uttar Pradesh,MURDER,Premeditated,IPC 302,Office,36.0,43.0,,Y,Pending Trial,High,26.342290838361002,80.31906762164844
FIR/BAN/2022/2530,12/04/2022 15:40:00,2022,Bangalore,Karnataka,CYBER CRIME,Social Media Abuse,66C IT Act,ATM,28.0,32.0,male,No,Acquitted,low,12.882771999213507,77.62655799660664
7082/2021,02/24/2021 12:11:00,2021,Kolkata,West Bengal,FRAUD/CHEATING,BANK FRAUD,420,STREET,43.0,79.0,Female,no,under investigation,Low,22.435702409647295,88.35802775205875
FIR/DEL/2018/2060,04 February 2018 09:45 AM,2018,Delhi,Delhi,THEFT,Pickpocketing,Sec 378,MARKET,,,female,Yes,Under Investigation,Low,28.77210406392376,77.17681827098167
4692/2020,01 April 2020 04:58 PM,2020,Kolkata,West Bengal,MURDER,premeditated,IPC-302,Residence,18.0,44.0,FEMALE,,UNDER INVESTIGATION,High,22.457942309800078,88.30567950885717
7747/2023,23-12-2023,2023,Mumbai,Maharashtra,ROBBERY,ARMED ROBBERY,IPC 392,BANK,7.0,69.0,Female,,Convicted,HIGH,19.117260040762233,72.90338638328512
fir/ban/2021/1233,2021-03-25 19:32:00,2021,Bangalore,Karnataka,DRUG OFFENSE,POSSESSION,NDPS Act,RAILWAY STATION,38.0,19.0,m,yes,Acquitted,LOW,13.076210144615658,77.44891380121247
FIR/LUC/2021/7375,12/02/2021 01:58:00,2021,Lucknow,Uttar Pradesh,EXTORTION,THREATENING,383 IPC,Market,27.0,28.0,FEMALE,,closed,medium,26.703950983515156,80.97129862753746
HYD-2023-5341,08/06/23 13:34,2023,Hyderabad,Telangana,FRAUD/CHEATING,INVESTMENT SCAM,Sec 420,HIGHWAY,7.0,5.0,UNKNOWN,NO,charge sheeted,Low,,
FIR31792015,05-05-2015,2015,Delhi,Delhi,ASSAULT,Grievous Hurt,Sec. 351,RESIDENCE,34.0,6.0,M,NO,CLOSED,Medium,28.69966578463619,76.9901109976864
FIR91092019,25/09/19 19:29,2019,Kolkata,West Bengal,CYBER CRIME,hacking,Sec 66 IT Act,RAILWAY STATION,3.0,29.0,Male,no,Under Investigation,low,22.61386518892776,88.42259180288191
FIR/DEL/2023/9700,21 January 2023 06:53 PM,2023,Delhi,Delhi,THEFT,PICKPOCKETING,378,Office,33.0,70.0,m,no,Charge Sheeted,Low,,
FIR/AHM/2023/7345,2023-08-15 20:30:00,2023,Ahmedabad,Gujarat,EXTORTION,ONLINE EXTORTION,383 IPC,Bank,,,Male,,CHARGE SHEETED,medium,23.110799857044256,72.50550283333676
HYD-2015-9051,30-12-2015,2015,Hyderabad,Telangana,KIDNAPPING,Child Kidnapping,IPC 363,street,21.0,49.0,male,NO,UNDER INVESTIGATION,High,17.51402367473744,78.62438623535976
FIR/AHM/2020/2510,1585499400,2020,Ahmedabad,Gujarat,THEFT,Chain Snatching,378 IPC,SCHOOL,15.0,62.0,FEMALE,,CHARGE SHEETED,Low,22.936504049970324,72.51949690629554
KOL-2022-6766,1642516380,2022,Kolkata,West Bengal,ASSAULT,Road Rage,IPC 352,Bank,49.0,58.0,Female,no,under investigation,Medium,22.697218346563893,88.33073353836483
LUC-2018-5931,04-03-2018,2018,Lucknow,Uttar Pradesh,THEFT,Shoplifting,Sec 378,SCHOOL,8.0,78.0,male,,Convicted,Low,26.867868029777473,80.89892923580362
FIR22592015,22-02-2015,2015,Ahmedabad,Gujarat,ASSAULT,simple assault,IPC 352,Street,3.0,23.0,F,,,Medium,22.995916177514893,72.68850570050778
FIR50192017,03-10-2017,2017,Guwahati,Assam,RAPE/SEXUAL ASSAULT,RAPE,POCSO Act,HIGHWAY,19.0,8.0,FEMALE,,PENDING TRIAL,High,26.24836813636719,91.79228680392062
2057/2023,2023-05-20 11:36:00,2023,Hyderabad,Telangana,THEFT,PICKPOCKETING,378 IPC,street,33.0,16.0,Male,yes,under investigation,Low,17.403273489279854,78.4597099648855
6912/2015,07/07/2015 09:13:00,2015,Ahmedabad,Gujarat,ASSAULT,Simple Assault,IPC 352,BANK,15.0,38.0,Male,,CLOSED,Medium,23.16856597534683,72.62735917643849
FIR32092020,2020-02-05 11:37:00,2020,Hyderabad,Telangana,ASSAULT,Road Rage,IPC 352,street,8.0,46.0,Female,,Charge Sheeted,Medium,17.274762691710094,78.35604322878493
FIR88642017,16/01/2017 23:46:00,2017,Delhi,Delhi,ASSAULT,simple assault,IPC 352,ATM,27.0,64.0,Female,NO,Convicted,Medium,28.642929956272205,77.00539632063928
fir/del/2018/7658,09/30/2018 08:12:00,2018,Delhi,Delhi,ASSAULT,SIMPLE ASSAULT,351 IPC,School,15.0,,F,NO,,Medium,28.60795378375515,77.23828427074352
FIR/HYD/2023/6820,30 November 2023 11:57 AM,2023,Hyderabad,Telangana,KIDNAPPING,Child Kidnapping,Sec 363,ATM,34.0,25.0,Male,,,High,17.35339175678803,78.47886983868354
3772/2021,01 June 2021 09:02 PM,2021,Hyderabad,Telangana,THEFT,MOBILE THEFT,IPC 378,OFFICE,30.0,7.0,MALE,n,Acquitted,Low,17.41047335212366,78.47594644797287
FIR87542021,02/10/2021 16:48:00,2021,Nagpur,Maharashtra,ASSAULT,SIMPLE ASSAULT,Sec. 351,Railway Station,37.0,7.0,Female,no,Under Investigation,Medium,21.01728919885529,79.20604915788863
KOL-2019-6056,11/06/2019 14:31:00,2019,Kolkata,West Bengal,OTHER IPC OFFENSE,PUBLIC NUISANCE,IPC 107,Market,20.0,36.0,Male,No,Charge Sheeted,Low,22.460938573613156,88.37052560266223
fir/sur/2019/1453,01/08/19 15:22,2019,Surat,Gujarat,ROBBERY,Armed Robbery,392 IPC,MARKET,41.0,64.0,female,N,CLOSED,HIGH,21.307686056848972,72.93807356561851
FIR/DEL/2020/5205,25/11/20 02:46,2020,Delhi,Delhi,RIOTING,communal riot,IPC 148,RESIDENCE,49.0,66.0,male,True,,Medium,,
fir/jai/2017/8248,23/10/2017 11:56:00,2017,Jaipur,Rajasthan,FRAUD/CHEATING,Online Fraud,Sec 420,HIGHWAY,38.0,52.0,Female,NO,UNDER INVESTIGATION,Low,26.978211678271492,75.66720088007548
HYD-2020-2226,06/26/2020 21:52:00,2020,Hyderabad,Telangana,DRUG OFFENSE,Possession,NDPS Act,OFFICE,49.0,30.0,male,yes,Acquitted,LOW,17.373289486992906,78.5280078537744
fir/guw/2015/3213,04/05/15 10:25,2015,Guwahati,Assam,RIOTING,COMMUNAL RIOT,ipc 147,Highway,,19.0,MALE,y,UNDER INVESTIGATION,Medium,26.02322526871074,91.77831221579406
FIR67542016,01/23/2016 21:00:00,2016,Surat,Gujarat,ASSAULT,Grievous Hurt,IPC 352,Bank,35.0,63.0,Female,n,closed,Medium,21.071793377317057,72.96246852193616
fir/ind/2020/5543,25/12/2020 11:52:00,2020,Indore,Madhya Pradesh,MURDER,PREMEDITATED,ipc 302,HIGHWAY,4.0,43.0,M,,Under Investigation,High,22.659927931808358,75.84424901332083
FIR53092023,20/09/23 14:42,2023,Ahmedabad,Gujarat,ASSAULT,Simple Assault,IPC 352,RAILWAY STATION,36.0,67.0,f,,,Medium,22.97214501916294,72.49756935778936
